"rr3";"temps_present";"tc";"pres";"dd";"ww";"cod_tend";"ff";"date";"n"
0;"On n’a pas observé d’évolution des nuages ou on n’a pas pu suivre cette évolution";29.4;100860;260;0;6;4.1;2018-09-09 15:00:00;75
0;"Dans l’ensemble, nuages se dissipant ou devenant moins épais";27;100960;190;1;8;2.9;2018-09-09 12:00:00;25
0;"Dans l’ensemble, nuages se dissipant ou devenant moins épais";20;101050;180;1;1;1.6;2018-09-09 09:00:00;60
0;"Nuages en formation ou en train de se développer";9.90000000000003;100990;140;3;3;0.5;2018-09-09 06:00:00;40
0;"Dans l’ensemble, nuages se dissipant ou devenant moins épais";12.2;100980;0;1;5;0;2018-09-09 03:00:00;10
0;"Dans l’ensemble, nuages se dissipant ou devenant moins épais";13;100980;0;1;3;0;2018-09-09 00:00:00;40
0;"Dans l’ensemble, nuages se dissipant ou devenant moins épais";16.6;100930;70;1;1;0.7;2018-09-08 21:00:00;60
0;"Nuages en formation ou en train de se développer";20;100860;300;3;7;1.3;2018-09-08 18:00:00;50
0;"État du ciel inchangé dans l’ensemble";23.9;100910;230;2;8;3.1;2018-09-08 15:00:00;40
0;"Nuages en formation ou en train de se développer";22.3;100990;260;3;8;2.7;2018-09-08 12:00:00;60
0;"On n’a pas observé d’évolution des nuages ou on n’a pas pu suivre cette évolution";17.8;101080;200;0;1;1.3;2018-09-08 09:00:00;NA
0;"Dans l’ensemble, nuages se dissipant ou devenant moins épais";9;101040;200;1;2;0.8;2018-09-08 06:00:00;25
0;"État du ciel inchangé dans l’ensemble";8.10000000000002;101020;250;2;4;1.3;2018-09-08 03:00:00;10
0;"État du ciel inchangé dans l’ensemble";10.4;101020;220;2;2;1;2018-09-08 00:00:00;0
0;"Dans l’ensemble, nuages se dissipant ou devenant moins épais";14.3;100940;40;1;1;1;2018-09-07 21:00:00;0
0;"État du ciel inchangé dans l’ensemble";18.8;100790;350;2;3;3.2;2018-09-07 18:00:00;10
0;"Dans l’ensemble, nuages se dissipant ou devenant moins épais";21;100740;330;1;0;3;2018-09-07 15:00:00;10
-0.1;"Dans l’ensemble, nuages se dissipant ou devenant moins épais";20;100740;300;1;1;5;2018-09-07 12:00:00;25
-0.1;"Bruine, sans congélation, continue, faible au moment de l’observation";16.1;100670;290;51;3;4.8;2018-09-07 09:00:00;100
0;"État du ciel inchangé dans l’ensemble";13.6;100540;240;2;3;3.3;2018-09-07 06:00:00;90
0;"Nuages en formation ou en train de se développer";12.4;100490;240;3;8;2.2;2018-09-07 03:00:00;90
0;"État du ciel inchangé dans l’ensemble";11.4;100520;200;2;8;1.5;2018-09-07 00:00:00;0
0;"État du ciel inchangé dans l’ensemble";16;100550;320;2;1;3.1;2018-09-06 21:00:00;0
0;"Dans l’ensemble, nuages se dissipant ou devenant moins épais";19.5;100420;330;1;3;3.8;2018-09-06 18:00:00;25
-0.1;"Dans l’ensemble, nuages se dissipant ou devenant moins épais";20.9;100410;310;1;8;5;2018-09-06 15:00:00;60
-0.1;"Dans l’ensemble, nuages se dissipant ou devenant moins épais";20.3;100490;320;1;8;6.3;2018-09-06 12:00:00;90
-0.1;"On n’a pas observé d’évolution des nuages ou on n’a pas pu suivre cette évolution";19.2;100520;350;0;1;4.4;2018-09-06 09:00:00;100
0;"Nuages en formation ou en train de se développer";18.2;100480;320;3;3;3.7;2018-09-06 06:00:00;100
0;"On n’a pas observé d’évolution des nuages ou on n’a pas pu suivre cette évolution";17.9;100470;340;0;8;3.7;2018-09-06 03:00:00;90
0;"Nuages en formation ou en train de se développer";18.4;100550;350;3;8;3.9;2018-09-06 00:00:00;90
0;"Dans l’ensemble, nuages se dissipant ou devenant moins épais";20;100600;350;1;1;3.8;2018-09-05 21:00:00;90
0;"Dans l’ensemble, nuages se dissipant ou devenant moins épais";22.9;100500;340;1;5;4;2018-09-05 18:00:00;90
0;"État du ciel inchangé dans l’ensemble";25.5;100550;20;2;6;2.3;2018-09-05 15:00:00;50
0;"Dans l’ensemble, nuages se dissipant ou devenant moins épais";24.2;100680;360;1;8;2.2;2018-09-05 12:00:00;50
0;"Nuages en formation ou en train de se développer";20.7;100740;350;3;1;3.1;2018-09-05 09:00:00;90
0;"Brume";17.4;100710;360;10;3;1.5;2018-09-05 06:00:00;75
NA;"Nuages en formation ou en train de se développer";17.3;100690;320;3;6;1.8;2018-09-05 03:00:00;90
0;"Nuages en formation ou en train de se développer";18.7;100740;340;3;0;2;2018-09-05 00:00:00;90
0;"État du ciel inchangé dans l’ensemble";18.8;100740;20;2;3;2.8;2018-09-04 21:00:00;90
0;"Dans l’ensemble, nuages se dissipant ou devenant moins épais";19.7;100660;330;1;4;4.3;2018-09-04 18:00:00;75
1.4;"On n’a pas observé d’évolution des nuages ou on n’a pas pu suivre cette évolution";20.5;100660;340;0;6;4.4;2018-09-04 15:00:00;90
-0.1;"On n’a pas observé d’évolution des nuages ou on n’a pas pu suivre cette évolution";20.3;100680;360;0;8;3;2018-09-04 12:00:00;100
0;"Dans l’ensemble, nuages se dissipant ou devenant moins épais";19.1;100700;360;1;2;4;2018-09-04 09:00:00;100
0;"Dans l’ensemble, nuages se dissipant ou devenant moins épais";17.3;100690;340;1;5;2.7;2018-09-04 06:00:00;100
0;"On n’a pas observé d’évolution des nuages ou on n’a pas pu suivre cette évolution";17.3;100700;30;0;0;3.9;2018-09-04 03:00:00;100
0;"État du ciel inchangé dans l’ensemble";18.4;100700;30;2;8;3.7;2018-09-04 00:00:00;90
0;"État du ciel inchangé dans l’ensemble";19.8;100710;30;2;0;4.1;2018-09-03 21:00:00;90
0;"Dans l’ensemble, nuages se dissipant ou devenant moins épais";21.1;100650;40;1;3;5.2;2018-09-03 18:00:00;75
0;"Nuages en formation ou en train de se développer";24.2;100640;20;3;5;4.8;2018-09-03 15:00:00;75
0;"On n’a pas observé d’évolution des nuages ou on n’a pas pu suivre cette évolution";23.7;100700;20;0;8;5.9;2018-09-03 12:00:00;NA
0;"Dans l’ensemble, nuages se dissipant ou devenant moins épais";19;100810;360;1;4;3;2018-09-03 09:00:00;90
0;"Nuages en formation ou en train de se développer";16;100810;350;3;2;2.2;2018-09-03 06:00:00;75
0;"État du ciel inchangé dans l’ensemble";13.8;100770;320;2;7;1.7;2018-09-03 03:00:00;0
0;"État du ciel inchangé dans l’ensemble";15.8;100860;10;2;8;1.1;2018-09-03 00:00:00;0
0;"État du ciel inchangé dans l’ensemble";18.2;100880;350;2;8;2.6;2018-09-02 21:00:00;0
0;"État du ciel inchangé dans l’ensemble";21.2;100900;40;2;6;3.8;2018-09-02 18:00:00;0
0;"État du ciel inchangé dans l’ensemble";23.9;101000;70;2;6;4.6;2018-09-02 15:00:00;0
0;"État du ciel inchangé dans l’ensemble";22.5;101180;40;2;8;4.6;2018-09-02 12:00:00;0
0;"État du ciel inchangé dans l’ensemble";18.3;101350;360;2;2;2.3;2018-09-02 09:00:00;0
0;"Dans l’ensemble, nuages se dissipant ou devenant moins épais";12.1;101320;360;1;6;1.6;2018-09-02 06:00:00;0
0;"On n’a pas observé d’évolution des nuages ou on n’a pas pu suivre cette évolution";12.4;101340;20;0;8;2;2018-09-02 03:00:00;NA
0;"État du ciel inchangé dans l’ensemble";14;101420;350;2;6;1.7;2018-09-02 00:00:00;0
0;"Dans l’ensemble, nuages se dissipant ou devenant moins épais";16.2;101450;30;1;1;3.2;2018-09-01 21:00:00;10
0;"État du ciel inchangé dans l’ensemble";19.6;101390;40;2;5;3.7;2018-09-01 18:00:00;25
0;"Nuages en formation ou en train de se développer";22.2;101410;30;3;7;3.8;2018-09-01 15:00:00;0
0;"On n’a pas observé d’évolution des nuages ou on n’a pas pu suivre cette évolution";21.5;101490;80;0;8;4.8;2018-09-01 12:00:00;NA
0;"État du ciel inchangé dans l’ensemble";19.5;101550;40;2;2;3.9;2018-09-01 09:00:00;0
0;"Nuages en formation ou en train de se développer";12;101440;350;3;3;1.8;2018-09-01 06:00:00;10
0;"État du ciel inchangé dans l’ensemble";10.3;101340;20;2;3;1.2;2018-09-01 03:00:00;0
0;"État du ciel inchangé dans l’ensemble";14.1;101330;350;2;1;1.1;2018-09-01 00:00:00;0
0;"État du ciel inchangé dans l’ensemble";15.6;101310;40;2;1;2.5;2018-08-31 21:00:00;0
0;"Dans l’ensemble, nuages se dissipant ou devenant moins épais";19.7;101150;70;1;3;4.5;2018-08-31 18:00:00;10
0;"Nuages en formation ou en train de se développer";21.7;101110;50;3;8;3;2018-08-31 15:00:00;75
0;"On n’a pas observé d’évolution des nuages ou on n’a pas pu suivre cette évolution";21.3;101140;60;0;8;4;2018-08-31 12:00:00;NA
0;"Nuages en formation ou en train de se développer";19.1;101180;100;3;2;3.1;2018-08-31 09:00:00;40
0;"État du ciel inchangé dans l’ensemble";14.5;101080;60;2;3;1.5;2018-08-31 06:00:00;50
0;"Dans l’ensemble, nuages se dissipant ou devenant moins épais";15.3;101050;40;1;6;1.6;2018-08-31 03:00:00;90
0;"État du ciel inchangé dans l’ensemble";16.4;101110;20;2;8;2.3;2018-08-31 00:00:00;90
0;"État du ciel inchangé dans l’ensemble";15.9;101130;20;2;0;1.7;2018-08-30 21:00:00;90
0;"État du ciel inchangé dans l’ensemble";17.8;101120;190;2;8;0.7;2018-08-30 18:00:00;90
0;"Dans l’ensemble, nuages se dissipant ou devenant moins épais";18.9;101180;110;1;8;1.4;2018-08-30 15:00:00;90
0;"Dans l’ensemble, nuages se dissipant ou devenant moins épais";19.5;101240;230;1;8;1.5;2018-08-30 12:00:00;90
0;"Nuages en formation ou en train de se développer";17.9;101280;340;3;1;1.5;2018-08-30 09:00:00;90
0;"Nuages en formation ou en train de se développer";15;101230;300;3;3;1.8;2018-08-30 06:00:00;90
0;"Nuages en formation ou en train de se développer";14.4;101140;290;3;5;2.4;2018-08-30 03:00:00;90
0;"Dans l’ensemble, nuages se dissipant ou devenant moins épais";14.8;101140;290;1;3;2.4;2018-08-30 00:00:00;25
0;"Nuages en formation ou en train de se développer";16.2;101050;280;3;1;3.2;2018-08-29 21:00:00;90
0;"Dans l’ensemble, nuages se dissipant ou devenant moins épais";17.3;100800;310;1;3;5;2018-08-29 18:00:00;60
2.2;"On n’a pas observé d’évolution des nuages ou on n’a pas pu suivre cette évolution";17.8;100590;300;0;1;6.3;2018-08-29 15:00:00;100
0.8;"Pluie, sans congélation, continue, modérée au moment de l’observation";19.8;100320;260;63;3;6.2;2018-08-29 12:00:00;100
-0.1;"On n’a pas observé d’évolution des nuages ou on n’a pas pu suivre cette évolution";20.8;100230;230;0;3;5;2018-08-29 09:00:00;90
5.7;"Pluie, sans congélation, intermittente, faible au moment de l’observation";17.5;100160;170;60;5;2.8;2018-08-29 06:00:00;90
7.4;"Orage faible ou modéré, sans grêle*, mais avec pluie ou neige ou pluie et neige mêlées au moment de l’observation";17.8;100180;250;95;1;3.1;2018-08-29 03:00:00;90
0;"On n’a pas observé d’évolution des nuages ou on n’a pas pu suivre cette évolution";20.4;100150;40;0;6;1.6;2018-08-29 00:00:00;90
0;"Nuages en formation ou en train de se développer";21.8;100280;60;3;7;2.2;2018-08-28 21:00:00;25
0;"Dans l’ensemble, nuages se dissipant ou devenant moins épais";25.6;100340;100;1;6;2.3;2018-08-28 18:00:00;10
0;"État du ciel inchangé dans l’ensemble";26.9;100490;180;2;7;1.5;2018-08-28 15:00:00;25
0;"État du ciel inchangé dans l’ensemble";24.7;100740;200;2;8;2.5;2018-08-28 12:00:00;10
0;"État du ciel inchangé dans l’ensemble";19.4;100840;110;2;8;2.3;2018-08-28 09:00:00;10
0;"Nuages en formation ou en train de se développer";11.1;100900;40;3;3;1.1;2018-08-28 06:00:00;25
0;"État du ciel inchangé dans l’ensemble";10.4;100870;190;2;8;0.6;2018-08-28 03:00:00;0
0;"État du ciel inchangé dans l’ensemble";12.8;100910;100;2;0;0.9;2018-08-28 00:00:00;0
0;"État du ciel inchangé dans l’ensemble";15.8;100860;30;2;1;3;2018-08-27 21:00:00;10
0;"État du ciel inchangé dans l’ensemble";20.6;100680;350;2;3;4.1;2018-08-27 18:00:00;40
0;"Dans l’ensemble, nuages se dissipant ou devenant moins épais";23.8;100550;300;1;1;4.5;2018-08-27 15:00:00;40
-0.1;"État du ciel inchangé dans l’ensemble";21.9;100500;280;2;1;4;2018-08-27 12:00:00;90
-0.1;"État du ciel inchangé dans l’ensemble";18.9;100410;300;2;1;4.8;2018-08-27 09:00:00;100
0;"État du ciel inchangé dans l’ensemble";18.5;100230;230;2;3;4;2018-08-27 06:00:00;100
0.2;"Pluie (ne se congelant pas)";18.2;100110;240;21;1;3.4;2018-08-27 03:00:00;90
0;"Nuages en formation ou en train de se développer";20.6;100090;230;3;5;6.5;2018-08-27 00:00:00;90
0;"Nuages en formation ou en train de se développer";22.1;100090;210;3;6;5.3;2018-08-26 21:00:00;90
0;"On n’a pas observé d’évolution des nuages ou on n’a pas pu suivre cette évolution";23.1;100120;210;0;6;7.3;2018-08-26 18:00:00;100
0;"Nuages en formation ou en train de se développer";22.2;100310;220;3;6;5.9;2018-08-26 15:00:00;90
0;"Nuages en formation ou en train de se développer";22.1;100510;210;3;8;5.8;2018-08-26 12:00:00;75
0;"Nuages en formation ou en train de se développer";17.3;100710;180;3;8;4.4;2018-08-26 09:00:00;75
0;"Dans l’ensemble, nuages se dissipant ou devenant moins épais";9.20000000000005;100750;180;1;5;0.8;2018-08-26 06:00:00;60
0;"État du ciel inchangé dans l’ensemble";8;100760;220;2;6;1.3;2018-08-26 03:00:00;25
0;"État du ciel inchangé dans l’ensemble";9.30000000000001;100790;280;2;1;1.8;2018-08-26 00:00:00;60
0;"Dans l’ensemble, nuages se dissipant ou devenant moins épais";14.6;100760;320;1;1;2.3;2018-08-25 21:00:00;0
0;"Dans l’ensemble, nuages se dissipant ou devenant moins épais";17.5;100610;310;1;3;4.4;2018-08-25 18:00:00;25
0;"État du ciel inchangé dans l’ensemble";18.4;100550;10;2;6;4.9;2018-08-25 15:00:00;60
0;"Dans l’ensemble, nuages se dissipant ou devenant moins épais";18.5;100580;310;1;8;4.6;2018-08-25 12:00:00;60
0;"On n’a pas observé d’évolution des nuages ou on n’a pas pu suivre cette évolution";15.3;100590;320;0;1;4.9;2018-08-25 09:00:00;75
0.2;"Dans l’ensemble, nuages se dissipant ou devenant moins épais";12.4;100440;260;1;3;3.5;2018-08-25 06:00:00;90
0.4;"Pluie, sans congélation, intermittente, faible au moment de l’observation";13;100390;260;60;5;4.2;2018-08-25 03:00:00;100
-0.1;"Pluie (ne se congelant pas)";15.5;100430;250;21;6;5.8;2018-08-25 00:00:00;100
0;"Nuages en formation ou en train de se développer";15.8;100550;240;3;0;2.2;2018-08-24 21:00:00;90
0;"Nuages en formation ou en train de se développer";18.7;100540;260;3;6;5.8;2018-08-24 18:00:00;75
0;"Dans l’ensemble, nuages se dissipant ou devenant moins épais";21;100590;280;1;8;6.2;2018-08-24 15:00:00;60
0;"État du ciel inchangé dans l’ensemble";19.5;100710;300;2;7;3.8;2018-08-24 12:00:00;90
0;"Nuages en formation ou en train de se développer";17.1;100730;290;3;1;4.6;2018-08-24 09:00:00;90
0;"Nuages en formation ou en train de se développer";13.9;100610;270;3;3;4.5;2018-08-24 06:00:00;90
0.4;"Dans l’ensemble, nuages se dissipant ou devenant moins épais";14;100510;260;1;1;2.9;2018-08-24 03:00:00;90
0.6;"Pluie, sans congélation, intermittente, faible au moment de l’observation";16.1;100480;320;60;1;4;2018-08-24 00:00:00;90
0;"État du ciel inchangé dans l’ensemble";20.6;100400;290;2;2;2.2;2018-08-23 21:00:00;75
0;"État du ciel inchangé dans l’ensemble";23.2;100310;280;2;6;3.6;2018-08-23 18:00:00;40
0;"Dans l’ensemble, nuages se dissipant ou devenant moins épais";27.1;100320;300;1;6;6;2018-08-23 15:00:00;10
0;"Nuages en formation ou en train de se développer";27.1;100420;290;3;8;2.9;2018-08-23 12:00:00;50
0;"Dans l’ensemble, nuages se dissipant ou devenant moins épais";20.7;100540;320;1;2;2.2;2018-08-23 09:00:00;10
0;"Nuages en formation ou en train de se développer";17.5;100520;340;3;3;2.6;2018-08-23 06:00:00;90
0;"Nuages en formation ou en train de se développer";18.2;100510;330;3;8;3.2;2018-08-23 03:00:00;10
0;"État du ciel inchangé dans l’ensemble";20.4;100610;330;2;0;2.8;2018-08-23 00:00:00;10
0;"On n’a pas observé d’évolution des nuages ou on n’a pas pu suivre cette évolution";24.2;100610;360;0;2;3.4;2018-08-22 21:00:00;NA
0;"État du ciel inchangé dans l’ensemble";28.3;100520;350;2;5;3.5;2018-08-22 18:00:00;50
0;"On n’a pas observé d’évolution des nuages ou on n’a pas pu suivre cette évolution";29.8;100560;10;0;7;2.9;2018-08-22 15:00:00;75
0;"État du ciel inchangé dans l’ensemble";28.5;100720;210;2;7;2;2018-08-22 12:00:00;25
0;"Nuages en formation ou en train de se développer";24.7;100820;80;3;1;2.5;2018-08-22 09:00:00;50
0;"Dans l’ensemble, nuages se dissipant ou devenant moins épais";18.7;100790;80;1;3;1;2018-08-22 06:00:00;10
0;"État du ciel inchangé dans l’ensemble";16.1;100780;290;2;6;0.6;2018-08-22 03:00:00;0
0;"État du ciel inchangé dans l’ensemble";17.6;100830;280;2;8;1.3;2018-08-22 00:00:00;0
0;"État du ciel inchangé dans l’ensemble";21.2;100880;60;2;1;2.1;2018-08-21 21:00:00;10
0;"État du ciel inchangé dans l’ensemble";25.3;100780;340;2;6;2.8;2018-08-21 18:00:00;90
0;"État du ciel inchangé dans l’ensemble";27.2;100880;10;2;8;2.6;2018-08-21 15:00:00;90
0;"Nuages en formation ou en train de se développer";26.3;101010;40;3;7;1.1;2018-08-21 12:00:00;90
0;"État du ciel inchangé dans l’ensemble";22.2;101130;100;2;1;1.6;2018-08-21 09:00:00;90
0;"État du ciel inchangé dans l’ensemble";19.9;101070;80;2;3;1.3;2018-08-21 06:00:00;90
0;"Nuages en formation ou en train de se développer";19;101050;360;3;7;0.5;2018-08-21 03:00:00;90
0;"Dans l’ensemble, nuages se dissipant ou devenant moins épais";19.7;101090;10;1;5;1.6;2018-08-21 00:00:00;10
0;"Dans l’ensemble, nuages se dissipant ou devenant moins épais";22.3;101090;40;1;3;1.5;2018-08-20 21:00:00;90
0;"Nuages en formation ou en train de se développer";23.6;101010;40;3;7;0.5;2018-08-20 18:00:00;90
0;"État du ciel inchangé dans l’ensemble";24.1;101070;320;2;8;3.3;2018-08-20 15:00:00;90
-0.1;"Dans l’ensemble, nuages se dissipant ou devenant moins épais";23.1;101130;290;1;8;3.3;2018-08-20 12:00:00;90
-0.1;"Dans l’ensemble, nuages se dissipant ou devenant moins épais";21.3;101160;300;1;1;3.4;2018-08-20 09:00:00;90
0;"Nuages en formation ou en train de se développer";19.8;101080;290;3;3;3.1;2018-08-20 06:00:00;90
0;"On n’a pas observé d’évolution des nuages ou on n’a pas pu suivre cette évolution";18.3;101020;290;0;7;2.6;2018-08-20 03:00:00;100
0;"État du ciel inchangé dans l’ensemble";19.9;101110;310;2;1;1.1;2018-08-20 00:00:00;25
0;"État du ciel inchangé dans l’ensemble";23.8;101060;330;2;3;4.3;2018-08-19 21:00:00;25
0;"On n’a pas observé d’évolution des nuages ou on n’a pas pu suivre cette évolution";27;100970;300;0;6;4.3;2018-08-19 18:00:00;NA
0;"État du ciel inchangé dans l’ensemble";29.2;101050;260;2;7;3.1;2018-08-19 15:00:00;40
0;"Dans l’ensemble, nuages se dissipant ou devenant moins épais";26.7;101180;250;1;8;2.9;2018-08-19 12:00:00;25
0;"Nuages en formation ou en train de se développer";22;101300;260;3;0;4;2018-08-19 09:00:00;40
0;"Nuages en formation ou en train de se développer";14.3;101300;250;3;3;1;2018-08-19 06:00:00;40
0;"État du ciel inchangé dans l’ensemble";14;101280;250;2;8;1.7;2018-08-19 03:00:00;0
0;"État du ciel inchangé dans l’ensemble";16.8;101320;280;2;0;0.6;2018-08-19 00:00:00;0
0;"Dans l’ensemble, nuages se dissipant ou devenant moins épais";19.5;101320;330;1;3;2.9;2018-08-18 21:00:00;0
0;"Dans l’ensemble, nuages se dissipant ou devenant moins épais";23.6;101180;310;1;5;4.1;2018-08-18 18:00:00;10
0;"État du ciel inchangé dans l’ensemble";26.3;101200;240;2;7;1.6;2018-08-18 15:00:00;10
0;"Dans l’ensemble, nuages se dissipant ou devenant moins épais";24;101340;320;1;8;3.7;2018-08-18 12:00:00;10
0;"Nuages en formation ou en train de se développer";20.7;101420;290;3;1;2.5;2018-08-18 09:00:00;10
0;"État du ciel inchangé dans l’ensemble";13.7;101340;280;2;1;2;2018-08-18 06:00:00;10
0;"État du ciel inchangé dans l’ensemble";13;101300;270;2;8;1.5;2018-08-18 03:00:00;0
0;"État du ciel inchangé dans l’ensemble";14.6;101320;330;2;1;1.2;2018-08-18 00:00:00;0
0;"Dans l’ensemble, nuages se dissipant ou devenant moins épais";19.3;101220;340;1;3;3.5;2018-08-17 21:00:00;0
0;"Dans l’ensemble, nuages se dissipant ou devenant moins épais";22.8;101000;320;1;3;4;2018-08-17 18:00:00;10
0;"État du ciel inchangé dans l’ensemble";24.7;100950;310;2;8;4.5;2018-08-17 15:00:00;25
0;"Dans l’ensemble, nuages se dissipant ou devenant moins épais";23.5;101010;320;1;1;3.7;2018-08-17 12:00:00;40
0;"Dans l’ensemble, nuages se dissipant ou devenant moins épais";20.1;100990;20;1;3;4.1;2018-08-17 09:00:00;50
-0.1;"État du ciel inchangé dans l’ensemble";16.5;100830;340;2;3;3.3;2018-08-17 06:00:00;90
0.4;"Averse(s) de pluie";17.6;100620;340;25;3;3.4;2018-08-17 03:00:00;90
-0.1;"Orage, mais pas de précipitations au moment de l’observation";18.8;100540;360;17;0;3.9;2018-08-17 00:00:00;90
0;"Dans l’ensemble, nuages se dissipant ou devenant moins épais";21.9;100440;340;1;1;7.4;2018-08-16 21:00:00;90
0;"Nuages en formation ou en train de se développer";27.7;100160;280;3;6;2.9;2018-08-16 18:00:00;50
0;"Dans l’ensemble, nuages se dissipant ou devenant moins épais";31.5;100270;190;1;7;2.7;2018-08-16 15:00:00;25
0;"État du ciel inchangé dans l’ensemble";27.7;100440;190;2;8;2.8;2018-08-16 12:00:00;60
0;"État du ciel inchangé dans l’ensemble";23.4;100610;210;2;6;2.7;2018-08-16 09:00:00;60
0;"Dans l’ensemble, nuages se dissipant ou devenant moins épais";15.4;100680;60;1;6;0.6;2018-08-16 06:00:00;40
0;"État du ciel inchangé dans l’ensemble";14.1;100720;300;2;8;0.5;2018-08-16 03:00:00;0
0;"État du ciel inchangé dans l’ensemble";15.3;100830;290;2;7;1;2018-08-16 00:00:00;0
0;"État du ciel inchangé dans l’ensemble";18.1;100850;0;2;7;0;2018-08-15 21:00:00;10
0;"État du ciel inchangé dans l’ensemble";23.7;100860;90;2;6;3;2018-08-15 18:00:00;0
0;"Dans l’ensemble, nuages se dissipant ou devenant moins épais";23.6;101000;300;1;7;2.7;2018-08-15 15:00:00;10
0;"On n’a pas observé d’évolution des nuages ou on n’a pas pu suivre cette évolution";20.7;101120;280;0;8;3.5;2018-08-15 12:00:00;100
0;"Dans l’ensemble, nuages se dissipant ou devenant moins épais";20.4;101150;310;1;3;3;2018-08-15 09:00:00;90
0;"Dans l’ensemble, nuages se dissipant ou devenant moins épais";16;101090;230;1;3;1.1;2018-08-15 06:00:00;25
0;"Nuages en formation ou en train de se développer";15.1;101040;240;3;5;1.9;2018-08-15 03:00:00;90
0;"Nuages en formation ou en train de se développer";14.4;101080;230;3;1;1.5;2018-08-15 00:00:00;25
0;"On n’a pas observé d’évolution des nuages ou on n’a pas pu suivre cette évolution";18.3;101030;310;0;1;2.1;2018-08-14 21:00:00;NA
0;"Dans l’ensemble, nuages se dissipant ou devenant moins épais";23.3;100830;290;1;5;5.1;2018-08-14 18:00:00;25
0;"Dans l’ensemble, nuages se dissipant ou devenant moins épais";25.7;100830;330;1;0;3.4;2018-08-14 15:00:00;40
0;"Nuages en formation ou en train de se développer";22.6;100830;290;3;1;2.8;2018-08-14 12:00:00;75
0;"Dans l’ensemble, nuages se dissipant ou devenant moins épais";18.6;100770;290;1;1;3.3;2018-08-14 09:00:00;90
0;"État du ciel inchangé dans l’ensemble";17;100610;270;2;3;4.2;2018-08-14 06:00:00;90
0;"État du ciel inchangé dans l’ensemble";16.2;100470;240;2;3;2.7;2018-08-14 03:00:00;90
0;"Dans l’ensemble, nuages se dissipant ou devenant moins épais";15.4;100380;300;1;1;2;2018-08-14 00:00:00;10
0;"Nuages en formation ou en train de se développer";19.6;100250;330;3;1;2.7;2018-08-13 21:00:00;50
0;"Dans l’ensemble, nuages se dissipant ou devenant moins épais";22.9;100010;300;1;2;4.8;2018-08-13 18:00:00;25
-0.1;"Nuages en formation ou en train de se développer";25.8;99960;250;3;6;9.1;2018-08-13 15:00:00;40
-0.1;"Averse(s) de pluie, faible(s)";22.1;99990;260;80;3;7.6;2018-08-13 12:00:00;90
0;"État du ciel inchangé dans l’ensemble";20;99960;240;2;2;7.2;2018-08-13 09:00:00;90
0;"Nuages en formation ou en train de se développer";17.8;99870;230;3;1;5.2;2018-08-13 06:00:00;90
0.6;"Dans l’ensemble, nuages se dissipant ou devenant moins épais";18.3;99790;230;1;6;3.3;2018-08-13 03:00:00;90
4.6;"Orage faible ou modéré, sans grêle*, mais avec pluie ou neige ou pluie et neige mêlées au moment de l’observation";19.5;99820;230;95;5;1.5;2018-08-13 00:00:00;90
0.6;"Orage (avec ou sans précipitations)";22.1;99890;360;29;3;0.9;2018-08-12 21:00:00;90
0;"On n’a pas observé d’évolution des nuages ou on n’a pas pu suivre cette évolution";28.3;99860;270;0;6;3.3;2018-08-12 18:00:00;100
0;"On n’a pas observé d’évolution des nuages ou on n’a pas pu suivre cette évolution";30.9;99990;220;0;8;5;2018-08-12 15:00:00;NA
0;"État du ciel inchangé dans l’ensemble";27.9;100250;140;2;8;5.3;2018-08-12 12:00:00;75
0;"On n’a pas observé d’évolution des nuages ou on n’a pas pu suivre cette évolution";23.5;100510;180;0;7;4.7;2018-08-12 09:00:00;NA
0;"Nuages en formation ou en train de se développer";15.7;100640;100;3;6;1.2;2018-08-12 06:00:00;75
0;"On n’a pas observé d’évolution des nuages ou on n’a pas pu suivre cette évolution";15;100730;0;0;8;0;2018-08-12 03:00:00;NA
0;"Dans l’ensemble, nuages se dissipant ou devenant moins épais";17;100930;130;1;7;1.4;2018-08-12 00:00:00;0
0;"Dans l’ensemble, nuages se dissipant ou devenant moins épais";19;101070;120;1;7;0.5;2018-08-11 21:00:00;0
0;"État du ciel inchangé dans l’ensemble";23.7;101110;170;2;7;1.4;2018-08-11 18:00:00;75
0;"Dans l’ensemble, nuages se dissipant ou devenant moins épais";25.4;101230;320;1;8;2.3;2018-08-11 15:00:00;25
0;"Dans l’ensemble, nuages se dissipant ou devenant moins épais";22.8;101370;240;1;8;3;2018-08-11 12:00:00;60
0;"Nuages en formation ou en train de se développer";19.5;101480;300;3;0;2.9;2018-08-11 09:00:00;60
0;"Nuages en formation ou en train de se développer";15.1;101460;230;3;2;2;2018-08-11 06:00:00;50
0;"Dans l’ensemble, nuages se dissipant ou devenant moins épais";13.1;101360;310;1;2;1.7;2018-08-11 03:00:00;0
0;"Nuages en formation ou en train de se développer";17.2;101330;280;3;0;4.8;2018-08-11 00:00:00;90
0;"Nuages en formation ou en train de se développer";19.3;101280;230;3;2;3.3;2018-08-10 21:00:00;90
0;"Nuages en formation ou en train de se développer";20.9;101230;260;3;8;5.7;2018-08-10 18:00:00;90
0;"État du ciel inchangé dans l’ensemble";22.4;101250;230;2;7;7.6;2018-08-10 15:00:00;60
0;"Dans l’ensemble, nuages se dissipant ou devenant moins épais";20.8;101350;220;1;6;5.3;2018-08-10 12:00:00;50
